Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
7/22/2022,7/22/2022,7/25/2022,NET,NET 7/29/2022 Call $53.00,STO,1,$2.03,$202.98
7/21/2022,7/21/2022,7/25/2022,GOOGL,"Alphabet Class A
CUSIP: 02079K305",Buy,60,$111.82,"($6,709.14)"
7/18/2022,7/18/2022,7/18/2022,,ACH Deposit,ACH,,,"$2,000.00"
7/18/2022,7/18/2022,7/19/2022,HOOD,HOOD 7/22/2022 Call $9.50,STO,5,$0.05,$24.98
7/18/2022,7/18/2022,7/19/2022,HOOD,HOOD 7/22/2022 Call $9.50,STO,3,$0.05,$14.98
7/18/2022,7/18/2022,7/19/2022,INTC,INTC 7/22/2022 Call $40.50,STO,5,$0.16,$79.98
7/18/2022,7/18/2022,7/18/2022,,Gold Fee,GOLD,,,($5.00)
7/18/2022,7/18/2022,7/18/2022,,Aggregated Margin Rate,MINT,,,($34.69)
7/18/2022,7/18/2022,7/18/2022,GOOGL,"Alphabet Class A
CUSIP: 02079K305",SPL,38,,
7/15/2022,7/15/2022,7/18/2022,HOOD,Option Expiration for HOOD 7/15/2022 Call $9.50,OEXP,8,,
7/15/2022,7/15/2022,7/18/2022,INTC,INTC 7/15/2022 Call $38.50,BTC,5,$0.03,($15.00)
7/8/2022,7/8/2022,7/11/2022,INTC,INTC 7/15/2022 Call $38.50,STO,5,$0.35,$174.98
7/8/2022,7/8/2022,7/11/2022,INTC,INTC 7/8/2022 Call $37.50,BTC,5,$0.45,($225.00)
7/8/2022,7/8/2022,7/11/2022,HOOD,HOOD 7/15/2022 Call $9.50,STO,8,$0.18,$143.97
7/8/2022,7/8/2022,7/11/2022,HOOD,HOOD 7/8/2022 Call $9.00,BTC,8,$0.04,($32.00)
7/8/2022,7/8/2022,7/11/2022,SPCE,SPCE 8/12/2022 Call $7.50,STO,5,$0.79,$394.98
7/8/2022,7/8/2022,7/11/2022,SPCE,SPCE 7/8/2022 Call $6.50,BTC,5,$0.74,($370.00)
7/5/2022,7/5/2022,7/6/2022,SPCE,SPCE 7/8/2022 Call $6.50,STO,5,$0.13,$64.98
7/5/2022,7/5/2022,7/6/2022,HOOD,HOOD 7/8/2022 Call $9.00,STO,5,$0.08,$39.98
7/5/2022,7/5/2022,7/6/2022,HOOD,HOOD 7/8/2022 Call $9.00,STO,3,$0.08,$23.98
7/5/2022,7/5/2022,7/6/2022,INTC,INTC 7/8/2022 Call $37.50,STO,5,$0.15,$74.98
7/1/2022,7/1/2022,7/5/2022,SPCE,Option Expiration for SPCE 7/1/2022 Call $7.00,OEXP,5,,
7/1/2022,7/1/2022,7/5/2022,INTC,Option Expiration for INTC 7/1/2022 Call $39.50,OEXP,5,,
7/1/2022,7/1/2022,7/5/2022,HOOD,Option Expiration for HOOD 7/1/2022 Call $8.50,OEXP,8,,
7/1/2022,7/1/2022,7/1/2022,NVDA,Cash Div: R/D 2022-06-09 P/D 2022-07-01 - 28.038072 shares at 0.04,CDIV,,,$1.12
6/30/2022,6/30/2022,6/30/2022,,Interest Payment,INT,,,$0.63
6/24/2022,6/24/2022,6/27/2022,SPCE,SPCE 6/24/2022 Call $7.00,BTC,5,$0.01,($5.00)
6/24/2022,6/24/2022,6/27/2022,SPCE,SPCE 7/1/2022 Call $7.00,STO,5,$0.17,$84.98
6/24/2022,6/24/2022,6/27/2022,INTC,INTC 7/1/2022 Call $39.50,STO,5,$0.23,$114.98
6/24/2022,6/24/2022,6/27/2022,INTC,INTC 6/24/2022 Call $38.50,BTC,5,$0.08,($40.00)
6/24/2022,6/24/2022,6/27/2022,HOOD,HOOD 6/24/2022 Call $8.00,BTC,7,$0.13,($91.00)
6/24/2022,6/24/2022,6/27/2022,HOOD,HOOD 7/1/2022 Call $8.50,STO,7,$0.17,$118.97
6/24/2022,6/24/2022,6/27/2022,HOOD,HOOD 6/24/2022 Call $8.00,BTC,1,$0.13,($13.00)
6/24/2022,6/24/2022,6/27/2022,HOOD,HOOD 7/1/2022 Call $8.50,STO,1,$0.17,$16.98
6/24/2022,6/24/2022,6/27/2022,NET,NET 6/24/2022 Call $46.50,BTC,1,$4.60,($460.00)
6/24/2022,6/24/2022,6/27/2022,NET,NET 7/22/2022 Call $52.00,STO,1,$4.27,$426.98
6/22/2022,6/22/2022,6/23/2022,SPCE,SPCE 6/24/2022 Call $7.00,STO,5,$0.05,$24.98
6/21/2022,6/21/2022,6/22/2022,NET,NET 6/24/2022 Call $46.50,STO,1,$0.70,$69.98
6/21/2022,6/21/2022,6/22/2022,HOOD,HOOD 6/24/2022 Call $8.00,STO,8,$0.16,$127.97
6/21/2022,6/21/2022,6/22/2022,INTC,INTC 6/24/2022 Call $38.50,STO,5,$0.21,$104.98
6/21/2022,6/21/2022,6/21/2022,,ACH Withdrawal,ACH,,,"($20,000.00)"
6/21/2022,6/21/2022,6/21/2022,,Gold Fee,GOLD,,,($5.00)
6/17/2022,6/17/2022,6/21/2022,NVDA,Option Expiration for NVDA 6/17/2022 Put $150.00,OEXP,1,,
6/17/2022,6/17/2022,6/21/2022,HOOD,Option Expiration for HOOD 6/17/2022 Call $8.00,OEXP,8,,
6/17/2022,6/17/2022,6/21/2022,NET,Option Expiration for NET 6/17/2022 Call $45.00,OEXP,1,,
6/17/2022,6/17/2022,6/21/2022,SPCE,Option Expiration for SPCE 6/17/2022 Call $6.50,OEXP,5,,
6/17/2022,6/17/2022,6/21/2022,INTC,Option Expiration for INTC 6/17/2022 Call $39.50,OEXP,5,,
6/16/2022,6/16/2022,6/16/2022,,ACH Deposit,ACH,,,"$4,000.00"
6/14/2022,6/14/2022,6/15/2022,NVDA,NVDA 6/17/2022 Put $150.00,STO,1,$2.01,$200.98
6/14/2022,6/14/2022,6/15/2022,NET,NET 6/17/2022 Call $45.00,STO,1,$0.63,$62.98
6/14/2022,6/14/2022,6/15/2022,INTC,INTC 6/17/2022 Call $39.50,STO,5,$0.14,$69.98
6/14/2022,6/14/2022,6/15/2022,HOOD,HOOD 6/17/2022 Call $8.00,STO,8,$0.07,$55.97
6/14/2022,6/14/2022,6/15/2022,SPCE,SPCE 6/17/2022 Call $6.50,STO,5,$0.04,$19.98
6/10/2022,6/10/2022,6/13/2022,INTC,Option Expiration for INTC 6/10/2022 Call $45.50,OEXP,5,,
6/10/2022,6/10/2022,6/13/2022,NET,Option Expiration for NET 6/10/2022 Call $58.00,OEXP,1,,
6/10/2022,6/10/2022,6/13/2022,HOOD,Option Expiration for HOOD 6/10/2022 Call $10.50,OEXP,8,,
6/10/2022,6/10/2022,6/13/2022,SPCE,Option Expiration for SPCE 6/10/2022 Call $7.50,OEXP,5,,
6/10/2022,6/10/2022,6/10/2022,PFE,Cash Div: R/D 2022-05-13 P/D 2022-06-10 - 0.996808 shares at 0.4,CDIV,,,$0.40
6/9/2022,6/9/2022,6/9/2022,MSFT,Cash Div: R/D 2022-05-19 P/D 2022-06-09 - 7.071625 shares at 0.62,CDIV,,,$4.38
6/6/2022,6/6/2022,6/7/2022,NET,NET 6/10/2022 Call $58.00,STO,1,$1.12,$111.98
6/6/2022,6/6/2022,6/7/2022,INTC,INTC 6/10/2022 Call $45.50,STO,3,$0.11,$32.98
6/6/2022,6/6/2022,6/7/2022,INTC,INTC 6/10/2022 Call $45.50,STO,2,$0.11,$21.98
6/6/2022,6/6/2022,6/7/2022,SPCE,SPCE 6/10/2022 Call $7.50,STO,5,$0.11,$54.98
6/3/2022,6/3/2022,6/6/2022,INTC,Option Expiration for INTC 6/3/2022 Call $46.00,OEXP,5,,
6/3/2022,6/3/2022,6/6/2022,SPCE,Option Expiration for SPCE 6/3/2022 Call $7.50,OEXP,5,,
6/3/2022,6/3/2022,6/6/2022,NET,Option Expiration for NET 6/3/2022 Call $60.00,OEXP,1,,
6/1/2022,6/1/2022,6/1/2022,INTC,Cash Div: R/D 2022-05-07 P/D 2022-06-01 - 492.060962 shares at 0.365,CDIV,,,$179.60
5/31/2022,5/31/2022,5/31/2022,,Interest Payment,INT,,,$0.45
5/27/2022,5/27/2022,5/31/2022,HOOD,HOOD 5/27/2022 Call $10.00,BTC,8,$0.42,($336.00)
5/27/2022,5/27/2022,5/31/2022,HOOD,HOOD 6/10/2022 Call $10.50,STO,8,$0.60,$479.96
5/27/2022,5/27/2022,5/31/2022,INTC,INTC 6/3/2022 Call $46.00,STO,5,$0.10,$49.98
5/27/2022,5/27/2022,5/31/2022,NET,NET 6/3/2022 Call $60.00,STO,1,$1.47,$146.98
5/27/2022,5/27/2022,5/31/2022,NET,NET 5/27/2022 Call $62.00,BTC,1,$0.01,($1.00)
5/27/2022,5/27/2022,5/31/2022,SPCE,SPCE 6/3/2022 Call $7.50,STO,3,$0.13,$38.98
5/27/2022,5/27/2022,5/31/2022,SPCE,SPCE 6/3/2022 Call $7.50,STO,2,$0.13,$25.98
5/27/2022,5/27/2022,5/31/2022,SPCE,SPCE 5/27/2022 Call $7.50,BTC,2,$0.01,($2.00)
5/27/2022,5/27/2022,5/31/2022,SPCE,SPCE 5/27/2022 Call $7.50,BTC,3,$0.01,($3.00)
5/26/2022,5/26/2022,5/27/2022,NVDA,NVDA 5/27/2022 Put $150.00,BTC,1,$0.06,($6.00)
5/25/2022,5/25/2022,5/25/2022,SIRI,Cash Div: R/D 2022-05-06 P/D 2022-05-25 - 3.032986 shares at 0.021962,CDIV,,,$0.07
5/25/2022,5/25/2022,5/26/2022,HOOD,HOOD 5/27/2022 Call $10.00,STO,3,$0.06,$17.98
5/25/2022,5/25/2022,5/26/2022,HOOD,HOOD 5/27/2022 Call $10.00,STO,4,$0.06,$23.98
5/25/2022,5/25/2022,5/26/2022,HOOD,HOOD 5/27/2022 Call $10.00,STO,1,$0.06,$5.98
5/25/2022,5/25/2022,5/26/2022,NVDA,NVDA 5/27/2022 Put $150.00,STO,1,$2.38,$237.98
5/23/2022,5/23/2022,5/24/2022,SPCE,SPCE 5/27/2022 Call $7.50,STO,5,$0.05,$24.98
5/23/2022,5/23/2022,5/24/2022,NET,NET 5/27/2022 Call $62.00,STO,1,$1.26,$125.98
5/20/2022,5/20/2022,5/23/2022,HOOD,Option Expiration for HOOD 5/20/2022 Call $13.50,OEXP,8,,
5/20/2022,5/20/2022,5/23/2022,SPCE,Option Expiration for SPCE 5/20/2022 Call $8.00,OEXP,5,,
5/20/2022,5/20/2022,5/23/2022,NET,Option Expiration for NET 5/20/2022 Call $68.00,OEXP,1,,
5/19/2022,5/19/2022,5/19/2022,,Gold Fee,GOLD,,,($5.00)
5/16/2022,5/16/2022,5/18/2022,INTC,"Intel
CUSIP: 458140100",Buy,7.939038,$43.14,($342.48)
5/13/2022,5/13/2022,5/16/2022,SPCE,SPCE 5/20/2022 Call $8.00,STO,5,$0.06,$29.98
5/13/2022,5/13/2022,5/16/2022,NET,NET 5/13/2022 Call $65.00,BTC,1,$0.84,($84.00)
5/13/2022,5/13/2022,5/16/2022,NET,NET 5/20/2022 Call $68.00,STO,1,$2.65,$264.98
5/13/2022,5/13/2022,5/16/2022,HOOD,HOOD 5/20/2022 Call $13.50,STO,8,$0.06,$47.97
5/12/2022,5/12/2022,5/12/2022,AAPL,Cash Div: R/D 2022-05-09 P/D 2022-05-12 - 12.114505 shares at 0.23,CDIV,,,$2.79
5/10/2022,5/10/2022,5/11/2022,NET,NET 5/13/2022 Call $65.00,STO,1,$0.76,$75.98
5/6/2022,5/6/2022,5/9/2022,HOOD,Option Expiration for HOOD 5/6/2022 Call $11.50,OEXP,8,,
5/6/2022,5/6/2022,5/9/2022,NET,Option Expiration for NET 5/6/2022 Call $101.00,OEXP,1,,
5/6/2022,5/6/2022,5/6/2022,ATVI,Cash Div: R/D 2022-04-15 P/D 2022-05-06 - 1.010697 shares at 0.47,CDIV,,,$0.48
5/4/2022,5/4/2022,5/5/2022,HOOD,HOOD 5/6/2022 Call $11.50,STO,8,$0.05,$39.97
5/2/2022,5/2/2022,5/3/2022,NET,NET 5/6/2022 Call $101.00,STO,1,$1.95,$194.98
4/29/2022,4/29/2022,5/2/2022,HOOD,Option Expiration for HOOD 4/29/2022 Call $14.00,OEXP,5,,
4/29/2022,4/29/2022,5/2/2022,HOOD,Option Expiration for HOOD 4/29/2022 Call $12.50,OEXP,3,,
4/29/2022,4/29/2022,4/29/2022,,Interest Payment,INT,,,$0.50
4/29/2022,4/29/2022,5/2/2022,NET,NET 4/29/2022 Call $109.00,BTC,1,$0.01,($1.00)
4/29/2022,4/29/2022,5/2/2022,INTC,INTC 6/17/2022 Call $65.00,BTC,4,$0.03,($12.00)
4/27/2022,4/27/2022,4/27/2022,CSCO,Cash Div: R/D 2022-04-06 P/D 2022-04-27 - 1.041383 shares at 0.38,CDIV,,,$0.40
4/27/2022,4/27/2022,4/27/2022,MRVL,Cash Div: R/D 2022-04-08 P/D 2022-04-27 - 5.034087 shares at 0.06,CDIV,,,$0.30
4/25/2022,4/25/2022,4/26/2022,HOOD,HOOD 4/29/2022 Call $12.50,STO,3,$0.15,$44.98
4/25/2022,4/25/2022,4/26/2022,NET,NET 4/29/2022 Call $109.00,STO,1,$1.06,$105.98
4/19/2022,4/19/2022,4/19/2022,,Gold Fee,GOLD,,,($5.00)
4/14/2022,4/14/2022,4/18/2022,NET,Option Expiration for NET 4/14/2022 Call $126.00,OEXP,1,,
4/13/2022,4/13/2022,4/14/2022,NET,NET 4/14/2022 Call $126.00,STO,1,$0.40,$39.98
4/8/2022,4/8/2022,4/11/2022,NET,Option Expiration for NET 4/8/2022 Call $128.00,OEXP,1,,
4/8/2022,4/8/2022,4/11/2022,HOOD,HOOD 4/8/2022 Put $12.50,OASGN,3,,
4/8/2022,4/8/2022,4/11/2022,SPCE,Option Expiration for SPCE 4/8/2022 Call $12.50,OEXP,5,,
4/8/2022,4/8/2022,4/12/2022,HOOD,"Robinhood Markets
CUSIP: 770700102
3 HOOD Options Assigned",Buy,300,$12.50,"($3,750.00)"
4/5/2022,4/5/2022,4/6/2022,HOOD,HOOD 4/8/2022 Put $12.50,STO,1,$0.19,$18.98
4/5/2022,4/5/2022,4/6/2022,HOOD,HOOD 4/8/2022 Put $12.50,STO,2,$0.19,$37.98
4/4/2022,4/4/2022,4/5/2022,SPCE,SPCE 4/8/2022 Call $12.50,STO,5,$0.10,$49.98
4/4/2022,4/4/2022,4/5/2022,NET,NET 4/8/2022 Call $128.00,STO,1,$3.92,$391.98
4/1/2022,4/1/2022,4/4/2022,NET,NET 4/1/2022 Put $125.00,OASGN,1,,
4/1/2022,4/1/2022,4/5/2022,NET,"Cloudflare
CUSIP: 18915M107
1 NET Option Assigned",Buy,100,$125.00,"($12,500.00)"
4/1/2022,4/1/2022,4/4/2022,SPCE,Option Expiration for SPCE 4/1/2022 Call $12.50,OEXP,5,,
3/31/2022,3/31/2022,3/31/2022,,Interest Payment,INT,,,$0.77
3/30/2022,3/30/2022,3/31/2022,NET,NET 4/1/2022 Put $125.00,STO,1,$1.40,$139.98
3/29/2022,3/29/2022,3/30/2022,SPCE,SPCE 4/1/2022 Call $12.50,STO,4,$0.20,$79.98
3/29/2022,3/29/2022,3/30/2022,SPCE,SPCE 4/1/2022 Call $12.50,STO,1,$0.20,$19.98
3/25/2022,3/25/2022,3/28/2022,SPCE,Option Expiration for SPCE 3/25/2022 Put $9.00,OEXP,5,,
3/25/2022,3/25/2022,3/28/2022,INTC,INTC 3/25/2022 Call $51.00,OASGN,2,,
3/25/2022,3/25/2022,3/29/2022,INTC,"Intel
CUSIP: 458140100
2 INTC Options Assigned",Sell,200,$51.00,"$10,199.92"
3/24/2022,3/24/2022,3/24/2022,NVDA,Cash Div: R/D 2022-03-03 P/D 2022-03-24 - 28.038072 shares at 0.04,CDIV,,,$1.12
3/24/2022,3/24/2022,3/24/2022,,ACH Deposit,ACH,,,"$1,000.00"
3/24/2022,3/24/2022,3/25/2022,INTC,INTC 3/25/2022 Call $51.00,STO,2,$0.29,$57.98
3/21/2022,3/21/2022,3/22/2022,SPCE,SPCE 3/25/2022 Put $9.00,STO,5,$0.21,$104.98
3/21/2022,3/21/2022,3/21/2022,,Gold Fee,GOLD,,,($5.00)
3/18/2022,3/18/2022,3/21/2022,PFE,Option Expiration for PFE 3/18/2022 Put $49.50,OEXP,1,,
3/18/2022,3/18/2022,3/21/2022,SPCE,Option Expiration for SPCE 3/18/2022 Call $11.00,OEXP,5,,
3/18/2022,3/18/2022,3/21/2022,HOOD,HOOD 4/29/2022 Call $14.00,STO,5,$1.39,$694.98
3/18/2022,3/18/2022,3/21/2022,HOOD,HOOD 3/18/2022 Call $12.50,BTC,5,$1.21,($605.00)
3/15/2022,3/15/2022,3/16/2022,PFE,PFE 3/18/2022 Put $49.50,STO,1,$0.14,$13.98
3/15/2022,3/15/2022,3/15/2022,,ACH Deposit,ACH,,,"$3,000.00"
3/15/2022,3/15/2022,3/16/2022,SPCE,SPCE 3/18/2022 Call $11.00,STO,5,$0.01,$4.98
3/15/2022,3/15/2022,3/16/2022,HOOD,HOOD 3/18/2022 Call $12.50,STO,2,$0.04,$7.98
3/15/2022,3/15/2022,3/16/2022,HOOD,HOOD 3/18/2022 Call $12.50,STO,3,$0.04,$11.98
3/11/2022,3/11/2022,3/14/2022,HOOD,Option Expiration for HOOD 3/11/2022 Call $15.50,OEXP,5,,
3/11/2022,3/11/2022,3/14/2022,INTC,Option Expiration for INTC 3/11/2022 Call $50.50,OEXP,2,,
3/11/2022,3/11/2022,3/14/2022,SPCE,Option Expiration for SPCE 3/11/2022 Call $11.50,OEXP,5,,
3/10/2022,3/10/2022,3/10/2022,MSFT,Cash Div: R/D 2022-02-17 P/D 2022-03-10 - 7.071625 shares at 0.62,CDIV,,,$4.38
3/8/2022,3/8/2022,3/9/2022,HOOD,HOOD 3/11/2022 Call $15.50,STO,5,$0.01,$4.98
3/8/2022,3/8/2022,3/9/2022,SPCE,SPCE 3/11/2022 Call $11.50,STO,2,$0.01,$1.98
3/8/2022,3/8/2022,3/9/2022,SPCE,SPCE 3/11/2022 Call $11.50,STO,1,$0.01,$0.98
3/8/2022,3/8/2022,3/9/2022,SPCE,SPCE 3/11/2022 Call $11.50,STO,2,$0.01,$1.98
3/8/2022,3/8/2022,3/9/2022,INTC,INTC 3/11/2022 Call $50.50,STO,1,$0.06,$5.98
3/8/2022,3/8/2022,3/9/2022,INTC,INTC 3/11/2022 Call $50.50,STO,1,$0.06,$5.98
3/4/2022,3/4/2022,3/7/2022,SPCE,Option Expiration for SPCE 3/4/2022 Call $13.00,OEXP,5,,
3/4/2022,3/4/2022,3/7/2022,HOOD,Option Expiration for HOOD 3/4/2022 Call $16.50,OEXP,5,,
3/4/2022,3/4/2022,3/7/2022,INTC,Option Expiration for INTC 3/4/2022 Call $51.50,OEXP,2,,
3/4/2022,3/4/2022,3/4/2022,PFE,Cash Div: R/D 2022-01-28 P/D 2022-03-04 - 0.996808 shares at 0.4,CDIV,,,$0.40
3/4/2022,3/4/2022,3/4/2022,INTC,"Intel
CUSIP: 458140100",ACATI,3,,
3/4/2022,3/4/2022,3/4/2022,,"RESIDUAL ACAT IN control_num = 20220620018405, firm_id = 0385, acct_num = 45002454",ACATI,,,$36.14
3/2/2022,3/2/2022,3/2/2022,,"RESIDUAL ACAT IN control_num = 20220600016512, firm_id = 0385, acct_num = 45002454",ACATI,,,$0.01
3/1/2022,3/1/2022,3/1/2022,INTC,Cash Div: R/D 2022-02-07 P/D 2022-03-01 - 102.060962 shares at 0.365,CDIV,,,$37.25
3/1/2022,,,INTC,,Buy,3,$47.57,-142.7079
2/28/2022,2/28/2022,2/28/2022,,Interest Payment,INT,,,$0.10
2/28/2022,2/28/2022,2/28/2022,,ACH Deposit,ACH,,,$500.00
2/25/2022,2/25/2022,2/25/2022,SIRI,Cash Div: R/D 2022-02-11 P/D 2022-02-25 - 3.032986 shares at 0.25,CDIV,,,$0.76
2/25/2022,2/25/2022,2/25/2022,SIRI,Cash Div: R/D 2022-02-11 P/D 2022-02-25 - 3.032986 shares at 0.021962,CDIV,,,$0.07
2/25/2022,2/25/2022,2/25/2022,,Incoming Acat Fee Reimbursement,T/A,,,$75.00
2/25/2022,2/25/2022,2/28/2022,INTC,INTC 3/4/2022 Call $51.50,STO,1,$0.02,$1.98
2/25/2022,2/25/2022,2/28/2022,INTC,INTC 3/4/2022 Call $51.50,STO,1,$0.02,$1.98
2/25/2022,2/25/2022,2/28/2022,HOOD,HOOD 3/4/2022 Call $16.50,STO,3,$0.02,$5.98
2/25/2022,2/25/2022,2/28/2022,HOOD,HOOD 3/4/2022 Call $16.50,STO,2,$0.02,$3.98
2/25/2022,2/25/2022,2/28/2022,SPCE,SPCE 3/4/2022 Call $13.00,STO,5,$0.03,$14.98
2/23/2022,2/23/2022,2/23/2022,INTC,"Intel
CUSIP: 458140100",ACATI,487,,
2/23/2022,2/23/2022,2/23/2022,,"ACAT IN control_num = 20220470019866, firm_id = 0385, acct_num = 45002454",ACATI,,,"$1,069.45"
2/23/2022,2/23/2022,2/23/2022,INTC,INTC 6/17/2022 Call $65.00,ACATI,4S,,
2/23/2022,2/23/2022,2/23/2022,INTC,Intel ACATS Transfer,ACATS,,,
12/1/2021,,,INTC,,Buy,3.38,$49.76,-168.18981
9/1/2021,,,INTC,,Buy,3.093,$54.03,-167.10737
6/1/2021,,,INTC,,Buy,2.88581,$57.56,-166.10982
3/1/2021,,,INTC,,Buy,2.63799,$62.62,-165.19964
12/1/2020,,,INTC,,Buy,3.1498,$49.47,-155.83195
9/1/2020,,,INTC,,Buy,1.78427,$50.58,-90.23981
8/19/2020,,,INTC,,Buy,197,$41.32,-8140.5916
6/1/2020,,,INTC,,Buy,1.4411,$62.29,-89.76108
2/19/2020,,,INTC,,Buy,204.62805,$43.25,-8850.63381
5/1/2019,,,INTC,,Buy,67,$0.00,$0.00
2/18/2022,2/18/2022,2/22/2022,INTC,INTC 2/18/2022 Put $46.50,OASGN,1,,
2/18/2022,2/18/2022,2/23/2022,INTC,"Intel
CUSIP: 458140100
1 INTC Option Assigned",Buy,100,$46.50,"($4,650.00)"
2/18/2022,2/18/2022,2/22/2022,HOOD,Option Expiration for HOOD 2/18/2022 Call $16.50,OEXP,5,,
2/18/2022,2/18/2022,2/22/2022,SPCE,Option Expiration for SPCE 2/18/2022 Call $10.50,OEXP,5,,
2/18/2022,2/18/2022,2/18/2022,,Gold Fee,GOLD,,,($5.00)
2/16/2022,2/16/2022,2/17/2022,INTC,INTC 2/18/2022 Put $46.50,STO,1,$0.42,$41.98
2/15/2022,2/15/2022,2/15/2022,,ACH Deposit,ACH,,,"$3,700.00"
2/14/2022,2/14/2022,2/15/2022,SPCE,SPCE 2/18/2022 Call $10.50,STO,5,$0.04,$19.98
2/14/2022,2/14/2022,2/15/2022,HOOD,HOOD 2/18/2022 Call $16.50,STO,1,$0.03,$2.98
2/14/2022,2/14/2022,2/15/2022,HOOD,HOOD 2/18/2022 Call $16.50,STO,4,$0.03,$11.98
2/11/2022,2/11/2022,2/14/2022,HOOD,Option Expiration for HOOD 2/11/2022 Call $16.00,OEXP,5,,
2/10/2022,2/10/2022,2/10/2022,AAPL,Cash Div: R/D 2022-02-07 P/D 2022-02-10 - 12.114505 shares at 0.22,CDIV,,,$2.67
2/9/2022,2/9/2022,2/10/2022,HOOD,HOOD 2/11/2022 Call $16.00,STO,5,$0.04,$19.98
2/4/2022,2/4/2022,2/7/2022,SPCE,Option Expiration for SPCE 2/4/2022 Call $14.00,OEXP,5,,
2/4/2022,2/4/2022,2/7/2022,HOOD,Option Expiration for HOOD 2/4/2022 Call $19.00,OEXP,5,,
2/4/2022,2/4/2022,2/7/2022,SIRI,Option Expiration for SIRI 2/4/2022 Put $6.00,OEXP,1,,
2/1/2022,2/1/2022,2/1/2022,,ACH Deposit,ACH,,,$500.00
1/31/2022,1/31/2022,1/31/2022,,Interest Payment,INT,,,$0.04
1/31/2022,1/31/2022,2/1/2022,SPCE,SPCE 2/4/2022 Call $14.00,STO,4,$0.02,$7.98
1/31/2022,1/31/2022,2/1/2022,SPCE,SPCE 2/4/2022 Call $14.00,STO,1,$0.01,$0.98
1/31/2022,1/31/2022,2/1/2022,SIRI,SIRI 2/4/2022 Put $6.00,STO,1,$0.11,$10.98
1/31/2022,1/31/2022,2/1/2022,HOOD,HOOD 2/4/2022 Call $19.00,STO,5,$0.03,$14.98
1/28/2022,1/28/2022,1/31/2022,INTC,Option Expiration for INTC 1/28/2022 Call $55.00,OEXP,1,,
1/28/2022,1/28/2022,1/31/2022,SIRI,Option Expiration for SIRI 1/28/2022 Put $6.00,OEXP,1,,
1/28/2022,1/28/2022,1/31/2022,HOOD,Option Expiration for HOOD 1/28/2022 Call $19.00,OEXP,5,,
1/26/2022,1/26/2022,1/26/2022,CSCO,Cash Div: R/D 2022-01-05 P/D 2022-01-26 - 1.041383 shares at 0.37,CDIV,,,$0.39
1/26/2022,1/26/2022,1/26/2022,MRVL,Cash Div: R/D 2022-01-07 P/D 2022-01-26 - 5.034087 shares at 0.06,CDIV,,,$0.30
1/25/2022,1/25/2022,1/26/2022,INTC,INTC 1/28/2022 Call $55.00,STO,1,$0.57,$56.98
1/25/2022,1/25/2022,1/26/2022,SIRI,SIRI 1/28/2022 Put $6.00,STO,1,$0.06,$5.98
1/24/2022,1/24/2022,1/25/2022,HOOD,HOOD 1/28/2022 Call $19.00,STO,5,$0.05,$24.98
1/21/2022,1/21/2022,1/24/2022,INTC,INTC 1/21/2022 Put $54.00,OASGN,1,,
1/21/2022,1/21/2022,1/25/2022,INTC,"Intel
CUSIP: 458140100
1 INTC Option Assigned",Buy,100,$54.00,"($5,400.00)"
1/19/2022,1/19/2022,1/19/2022,,Aggregated Margin Interest,MINT,,,($6.79)
1/19/2022,1/19/2022,1/19/2022,,Gold Fee,GOLD,,,($5.00)
1/18/2022,1/18/2022,1/19/2022,INTC,INTC 1/21/2022 Put $54.00,STO,1,$0.36,$35.98
1/18/2022,1/18/2022,1/18/2022,,ACH Deposit,ACH,,,"$4,000.00"
1/14/2022,1/14/2022,1/18/2022,HOOD,Option Expiration for HOOD 1/14/2022 Call $19.50,OEXP,5,,
1/14/2022,1/14/2022,1/18/2022,INTC,INTC 1/14/2022 Call $53.00,OASGN,1,,
1/14/2022,1/14/2022,1/19/2022,INTC,"Intel
CUSIP: 458140100
1 INTC Option Assigned",Sell,100,$53.00,"$5,299.96"
1/14/2022,1/14/2022,1/18/2022,SPCE,Option Expiration for SPCE 1/14/2022 Call $15.00,OEXP,5,,
1/11/2022,1/11/2022,1/12/2022,SPCE,SPCE 1/14/2022 Call $15.00,STO,5,$0.04,$19.98
1/11/2022,1/11/2022,1/12/2022,HOOD,HOOD 1/14/2022 Call $19.50,STO,5,$0.03,$14.98
1/10/2022,1/10/2022,1/11/2022,HOOD,HOOD 1/14/2022 Call $25.00,BTC,1,$0.01,($1.00)
1/3/2022,1/3/2022,1/4/2022,HOOD,HOOD 1/14/2022 Call $25.00,STO,1,$0.07,$6.98
1/3/2022,1/3/2022,1/4/2022,INTC,INTC 1/14/2022 Call $53.00,STO,1,$0.41,$40.98
12/23/2021,12/23/2021,12/23/2021,NVDA,Cash Div: R/D 2021-12-02 P/D 2021-12-23 - 28.038072 shares at 0.04,CDIV,,,$1.12
12/20/2021,12/20/2021,12/20/2021,,Gold Fee,GOLD,,,($5.00)
12/20/2021,12/20/2021,12/20/2021,,Aggregated Margin Interest,MINT,,,($13.41)
12/16/2021,12/16/2021,12/16/2021,,ACH Deposit,ACH,,,"$3,500.00"
12/9/2021,12/9/2021,12/9/2021,MSFT,Cash Div: R/D 2021-11-18 P/D 2021-12-09 - 7.071625 shares at 0.62,CDIV,,,$4.38
